"","from","to","weight","type"
"3158",81,80,16,"received"
"3159",81,187,16,"received"
"3160",81,402,16,"received"
"3161",81,80,19,"received"
"3162",124,80,18,"received"
"3163",81,80,18,"received"
"3164",32,80,18,"received"
"3165",87,80,19,"received"
"3166",116,80,18,"received"
"3167",122,80,18,"received"
"3168",81,80,17,"received"
"3169",81,80,19,"received"
"3170",122,80,18,"received"
"3171",81,80,19,"received"
"3172",NA,195,19,"other"
"3173",122,80,19,"received"
"3174",170,80,19,"received"
"3175",143,80,19,"received"
"3176",170,80,19,"received"
"3177",81,80,19,"received"
"3178",116,80,19,"received"
"3179",81,80,18,"received"
"3180",81,80,19,"received"
"3181",32,80,18,"received"
"3182",116,80,19,"received"
"3183",81,80,19,"received"
"3184",171,80,17,"received"
"3185",171,170,17,"received"
"3186",81,80,19,"received"
"3187",81,80,18,"received"
"3188",170,80,16,"received"
"3189",170,406,16,"received"
"3190",32,80,18,"received"
"3191",94,80,19,"received"
"3192",81,80,19,"received"
"3193",32,80,18,"received"
"3194",162,407,17,"received"
"3195",162,80,17,"received"
"3196",81,80,18,"received"
"3197",81,272,18,"received"
"3198",32,80,19,"received"
"3199",81,80,19,"received"
"3200",168,80,19,"received"
"3201",30,80,17,"received"
"3202",81,80,19,"received"
"3203",81,80,19,"received"
"3204",124,80,18,"received"
"3205",124,408,18,"received"
"3206",124,81,18,"received"
"3207",124,80,18,"received"
"3208",171,80,18,"received"
"3209",171,170,18,"received"
"3210",94,80,19,"received"
"3211",81,80,19,"received"
"3212",143,80,18,"received"
"3213",81,80,19,"received"
"3214",81,80,19,"received"
"3215",81,80,19,"received"
"3216",94,80,18,"received"
"3217",81,80,19,"received"
"3218",72,80,19,"received"
"3219",87,80,19,"received"
"3220",81,80,17,"received"
"3221",81,80,19,"received"
"3222",194,80,19,"received"
"3223",81,160,18,"received"
"3224",81,233,18,"received"
"3225",122,80,19,"received"
"3226",81,80,19,"received"
"3227",32,80,19,"received"
"3228",32,80,19,"received"
"3229",81,80,19,"received"
"3230",81,80,19,"received"
"3231",81,80,19,"received"
"3232",124,80,19,"received"
"3233",143,80,17,"received"
"3234",143,80,19,"received"
"3235",81,80,19,"received"
"3236",116,80,18,"received"
"3237",87,80,19,"received"
"3238",49,80,19,"received"
"3239",124,80,18,"received"
"3240",124,81,18,"received"
"3241",81,80,17,"received"
"3242",81,124,17,"received"
"3243",81,272,17,"received"
"3244",124,80,18,"received"
"3245",124,81,18,"received"
"3246",87,80,19,"received"
"3247",81,80,19,"received"
"3248",196,80,19,"received"
"3249",81,80,19,"received"
"3250",81,80,19,"received"
"3251",170,81,16,"received"
"3252",170,80,16,"received"
"3253",170,81,16,"received"
"3254",170,143,16,"received"
"3255",81,80,19,"received"
"3256",81,80,19,"received"
"3257",81,80,18,"received"
"3258",124,80,18,"received"
"3259",124,81,18,"received"
"3260",81,80,18,"received"
"3261",81,272,18,"received"
"3262",191,80,18,"received"
"3263",81,80,19,"received"
"3264",81,80,19,"received"
"3265",81,80,19,"received"
"3266",32,80,17,"received"
"3267",32,80,17,"received"
"3268",81,80,19,"received"
"3269",81,80,19,"received"
"3270",170,80,19,"received"
"3271",170,80,18,"received"
"3272",170,406,18,"received"
"3273",170,80,19,"received"
"3274",170,80,18,"received"
"3275",32,80,15,"received"
"3276",168,80,19,"received"
"3277",113,80,16,"received"
"3278",113,409,16,"received"
"3279",113,90,16,"received"
"3280",113,87,16,"received"
"3281",81,80,19,"received"
"3282",81,80,19,"received"
"3283",32,80,18,"received"
"3284",32,87,18,"received"
"3285",32,80,19,"received"
"3286",81,80,19,"received"
"3287",81,80,19,"received"
"3288",81,80,19,"received"
"3289",81,80,19,"received"
"3290",170,80,19,"received"
"3291",196,80,19,"received"
"3292",170,80,18,"received"
"3293",81,80,15,"received"
"3294",81,80,19,"received"
"3295",81,80,19,"received"
"3296",32,80,19,"received"
"3297",81,80,19,"received"
"3298",81,80,18,"received"
"3299",81,272,18,"received"
"3300",81,80,18,"received"
"3301",81,116,18,"received"
"3302",124,81,17,"received"
"3303",124,80,17,"received"
"3304",124,81,17,"received"
"3305",143,80,19,"received"
"3306",196,80,19,"received"
"3307",124,80,19,"received"
"3308",81,80,18,"received"
"3309",81,80,19,"received"
"3310",32,80,17,"received"
"3311",32,80,18,"received"
"3312",32,80,18,"received"
"3313",32,410,14,"received"
"3314",32,80,14,"received"
"3315",32,80,16,"received"
"3316",194,80,19,"received"
"3317",81,80,19,"received"
"3318",32,80,19,"received"
"3319",32,80,10,"received"
"3320",32,411,10,"received"
"3321",32,87,10,"received"
"3322",196,80,18,"received"
"3323",32,80,19,"received"
"3324",32,80,19,"received"
"3325",81,80,18,"received"
"3326",124,80,18,"received"
"3327",124,81,18,"received"
"3328",32,80,19,"received"
"3329",124,80,18,"received"
"3330",124,81,18,"received"
"3331",81,80,19,"received"
"3332",194,80,19,"received"
"3333",81,80,19,"received"
"3334",81,80,18,"received"
"3335",81,272,18,"received"
"3336",32,80,19,"received"
"3337",81,80,19,"received"
"3338",81,80,19,"received"
"3339",32,80,19,"received"
"3340",116,80,19,"received"
"3341",87,80,19,"received"
"3342",124,80,17,"received"
"3343",124,81,17,"received"
"3344",196,80,19,"received"
"3345",124,80,18,"received"
"3346",124,80,18,"received"
"3347",81,80,19,"received"
"3348",124,80,19,"received"
"3349",194,80,19,"received"
"3350",22,80,18,"received"
"3351",22,81,18,"received"
"3352",81,80,18,"received"
"3353",81,124,18,"received"
"3354",22,81,17,"received"
"3355",22,80,17,"received"
"3356",22,81,17,"received"
"3357",32,80,19,"received"
"3358",144,80,18,"received"
"3359",32,80,15,"received"
"3360",32,80,17,"received"
"3361",32,80,18,"received"
"3362",81,80,18,"received"
"3363",81,80,18,"received"
"3364",81,80,19,"received"
"3365",81,80,19,"received"
"3366",150,80,19,"received"
"3367",81,80,19,"received"
"3368",81,80,19,"received"
"3369",32,80,19,"received"
"3370",32,80,18,"received"
"3371",81,160,16,"received"
"3372",81,80,16,"received"
"3373",81,233,16,"received"
"3374",116,80,19,"received"
"3375",124,80,19,"received"
"3376",143,80,18,"received"
"3377",124,80,19,"received"
"3378",143,80,18,"received"
"3379",32,80,19,"received"
"3380",32,80,19,"received"
"3381",32,80,18,"received"
"3382",32,80,18,"received"
"3383",32,80,19,"received"
"3384",22,81,18,"received"
"3385",22,80,18,"received"
"3386",22,81,18,"received"
"3387",22,80,18,"received"
"3388",170,80,18,"received"
"3389",170,81,18,"received"
"3390",170,80,19,"received"
"3391",170,80,19,"received"
"3392",81,80,18,"received"
"3393",143,80,19,"received"
"3394",81,80,19,"received"
"3395",81,80,19,"received"
"3396",81,80,19,"received"
"3397",81,80,19,"received"
"3398",32,80,13,"received"
"3399",32,80,18,"received"
"3400",32,80,12,"received"
"3401",32,80,18,"received"
"3402",81,80,19,"received"
"3403",32,80,18,"received"
"3404",32,80,19,"received"
"3405",81,80,19,"received"
"3406",81,80,18,"received"
"3407",81,32,18,"received"
"3408",81,80,19,"received"
"3409",32,80,19,"received"
"3410",194,80,19,"received"
"3411",194,80,19,"received"
"3412",81,273,18,"received"
"3413",81,80,18,"received"
"3414",81,80,12,"received"
"3415",81,80,18,"received"
"3416",81,80,19,"received"
"3417",116,81,19,"received"
"3418",32,80,18,"received"
"3419",32,80,18,"received"
"3420",32,80,19,"received"
"3421",32,80,16,"received"
"3422",32,80,19,"received"
"3423",80,13,19,"sent"
"3424",87,32,18,"received"
"3425",87,80,18,"received"
"3426",32,80,16,"received"
"3427",32,80,18,"received"
"3428",173,167,19,"received"
"3429",116,80,18,"received"
"3430",170,80,19,"received"
"3431",81,80,19,"received"
"3432",81,80,19,"received"
"3433",32,80,19,"received"
"3434",194,80,19,"received"
"3435",81,80,19,"received"
"3436",32,80,19,"received"
"3437",87,80,18,"received"
"3438",81,80,19,"received"
"3439",81,80,19,"received"
"3440",81,80,19,"received"
"3441",32,80,18,"received"
"3442",32,80,19,"received"
"3443",32,80,19,"received"
"3444",32,80,18,"received"
"3445",32,80,18,"received"
"3446",32,80,17,"received"
"3447",190,4,19,"received"
"3448",32,80,17,"received"
"3449",170,80,17,"received"
"3450",170,81,17,"received"
"3451",170,87,17,"received"
"3452",170,80,19,"received"
"3453",81,80,19,"received"
"3454",32,81,16,"received"
"3455",32,80,16,"received"
"3456",32,87,16,"received"
"3457",81,80,19,"received"
"3458",81,80,19,"received"
"3459",81,80,19,"received"
"3460",81,80,18,"received"
"3461",81,233,18,"received"
"3462",81,80,19,"received"
"3463",32,80,19,"received"
"3464",81,80,19,"received"
"3465",81,80,19,"received"
"3466",81,80,19,"received"
"3467",81,80,19,"received"
"3468",81,80,19,"received"
"3469",170,80,18,"received"
"3470",81,80,19,"received"
"3471",81,80,19,"received"
"3472",81,80,19,"received"
"3473",81,80,19,"received"
"3474",32,80,19,"received"
"3475",32,80,19,"received"
"3476",32,80,17,"received"
"3477",143,80,19,"received"
"3478",81,80,19,"received"
"3479",87,80,18,"received"
"3480",190,211,19,"received"
"3481",81,80,18,"received"
"3482",81,272,18,"received"
"3483",116,80,18,"received"
"3484",81,160,17,"received"
"3485",81,80,17,"received"
"3486",81,233,17,"received"
"3487",81,80,18,"received"
"3488",81,80,18,"received"
"3489",143,80,18,"received"
"3490",30,80,18,"received"
"3491",30,80,18,"received"
"3492",32,80,13,"received"
"3493",81,80,19,"received"
"3494",81,80,19,"received"
"3495",81,80,17,"received"
"3496",32,80,16,"received"
"3497",32,412,16,"received"
"3498",81,80,19,"received"
"3499",32,80,18,"received"
"3500",116,80,19,"received"
"3501",81,80,18,"received"
"3502",81,80,18,"received"
"3503",81,80,19,"received"
"3504",81,80,19,"received"
"3505",81,80,18,"received"
"3506",81,80,18,"received"
"3507",116,80,19,"received"
"3508",81,80,17,"received"
"3509",81,233,17,"received"
"3510",32,80,18,"received"
"3511",81,80,19,"received"
"3512",81,80,18,"received"
"3513",81,272,18,"received"
"3514",143,80,19,"received"
"3515",32,413,18,"received"
"3516",32,80,18,"received"
"3517",116,80,19,"received"
"3518",116,80,19,"received"
"3519",116,80,19,"received"
"3520",87,80,19,"received"
"3521",143,80,19,"received"
"3522",81,80,19,"received"
"3523",170,80,16,"received"
"3524",170,81,16,"received"
"3525",170,87,16,"received"
"3526",124,80,17,"received"
"3527",124,414,17,"received"
"3528",124,80,17,"received"
"3529",124,81,17,"received"
"3530",81,80,19,"received"
"3531",196,80,19,"received"
"3532",81,80,19,"received"
"3533",81,80,19,"received"
"3534",81,80,19,"received"
"3535",81,80,18,"received"
"3536",81,80,17,"received"
"3537",81,305,17,"received"
"3538",116,80,19,"received"
"3539",81,80,19,"received"
"3540",32,80,18,"received"
"3541",81,80,19,"received"
"3542",81,80,18,"received"
"3543",81,87,18,"received"
"3544",81,80,16,"received"
"3545",81,80,16,"received"
"3546",124,80,17,"received"
"3547",124,81,17,"received"
"3548",124,80,18,"received"
"3549",143,80,19,"received"
"3550",122,81,18,"received"
"3551",122,81,18,"received"
"3552",30,80,19,"received"
"3553",32,80,19,"received"
"3554",32,80,19,"received"
"3555",122,80,18,"received"
"3556",30,80,19,"received"
"3557",116,80,18,"received"
"3558",30,80,19,"received"
"3559",81,80,19,"received"
"3560",116,80,19,"received"
"3561",116,80,19,"received"
"3562",116,80,19,"received"
"3563",116,80,19,"received"
"3564",116,80,19,"received"
"3565",116,80,19,"received"
"3566",100,80,19,"received"
"3567",93,80,19,"received"
"3568",81,80,15,"received"
"3569",32,80,18,"received"
"3570",81,80,19,"received"
"3571",81,80,18,"received"
"3572",32,80,19,"received"
"3573",81,80,18,"received"
"3574",81,80,18,"received"
"3575",143,80,19,"received"
"3576",32,80,17,"received"
"3577",32,80,19,"received"
"3578",81,80,19,"received"
"3579",116,80,19,"received"
"3580",32,80,19,"received"
"3581",143,80,19,"received"
"3582",86,80,18,"received"
"3583",86,87,18,"received"
"3584",116,80,18,"received"
"3585",32,80,18,"received"
"3586",32,87,18,"received"
"3587",87,80,19,"received"
"3588",32,80,17,"received"
"3589",9,80,19,"received"
"3590",81,80,19,"received"
"3591",32,80,18,"received"
"3592",32,80,19,"received"
"3593",113,80,16,"received"
"3594",113,9,16,"received"
"3595",32,80,19,"received"
"3596",32,80,19,"received"
"3597",32,80,12,"received"
"3598",81,80,18,"received"
"3599",81,80,18,"received"
"3600",81,116,18,"received"
"3601",32,80,19,"received"
"3602",81,80,19,"received"
"3603",196,80,19,"received"
"3604",87,80,18,"received"
"3605",81,80,17,"received"
"3606",143,80,19,"received"
"3607",81,80,19,"received"
"3608",32,80,19,"received"
"3609",81,80,18,"received"
"3610",81,80,18,"received"
"3611",32,80,19,"received"
"3612",32,80,17,"received"
"3613",191,80,19,"received"
"3614",32,80,19,"received"
"3615",32,80,19,"received"
"3616",191,80,19,"received"
"3617",32,80,19,"received"
"3618",143,80,19,"received"
"3619",194,80,19,"received"
"3620",81,80,18,"received"
"3621",81,243,18,"received"
"3622",32,80,19,"received"
"3623",32,80,19,"received"
"3624",81,80,18,"received"
"3625",81,80,17,"received"
"3626",81,170,17,"received"
"3627",81,87,17,"received"
"3628",32,80,19,"received"
"3629",32,80,19,"received"
"3630",32,80,18,"received"
"3631",32,80,15,"received"
"3632",32,80,18,"received"
"3633",81,80,19,"received"
"3634",81,80,19,"received"
"3635",32,80,19,"received"
"3636",32,80,19,"received"
"3637",116,80,18,"received"
"3638",32,80,19,"received"
"3639",116,80,18,"received"
"3640",81,80,19,"received"
"3641",81,80,19,"received"
"3642",143,80,19,"received"
"3643",32,80,17,"received"
"3644",32,80,19,"received"
"3645",81,80,15,"received"
"3646",32,80,18,"received"
"3647",87,80,19,"received"
"3648",81,80,19,"received"
"3649",81,80,19,"received"
"3650",77,80,17,"received"
"3651",81,80,17,"received"
"3652",81,116,17,"received"
"3653",32,80,17,"received"
"3654",32,80,19,"received"
"3655",77,80,18,"received"
"3656",116,80,17,"received"
"3657",116,81,17,"received"
"3658",32,80,17,"received"
"3659",32,80,19,"received"
"3660",87,80,19,"received"
"3661",32,80,17,"received"
"3662",81,80,19,"received"
"3663",116,80,17,"received"
"3664",116,81,17,"received"
"3665",32,124,17,"received"
"3666",81,80,18,"received"
"3667",124,32,17,"received"
"3668",81,80,18,"received"
"3669",81,272,18,"received"
"3670",124,80,18,"received"
"3671",124,81,18,"received"
"3672",191,80,19,"received"
"3673",32,80,18,"received"
"3674",32,80,18,"received"
"3675",81,80,19,"received"
"3676",32,80,19,"received"
"3677",81,80,17,"received"
"3678",81,124,17,"received"
"3679",81,272,17,"received"
"3680",194,80,19,"received"
"3681",32,80,19,"received"
"3682",194,80,19,"received"
"3683",124,80,19,"received"
"3684",32,80,12,"received"
"3685",81,80,18,"received"
"3686",81,415,18,"received"
"3687",143,80,18,"received"
"3688",81,80,18,"received"
"3689",81,80,18,"received"
"3690",81,80,19,"received"
"3691",32,80,19,"received"
"3692",32,80,17,"received"
"3693",81,80,18,"received"
"3694",81,80,18,"received"
"3695",81,80,18,"received"
"3696",81,80,18,"received"
"3697",81,80,18,"received"
"3698",116,80,18,"received"
"3699",81,80,15,"received"
"3700",81,80,15,"received"
"3701",81,80,15,"received"
"3702",81,80,19,"received"
"3703",81,80,15,"received"
"3704",81,80,15,"received"
"3705",81,80,15,"received"
"3706",81,80,15,"received"
"3707",81,80,15,"received"
"3708",81,80,15,"received"
"3709",81,80,15,"received"
"3710",81,80,19,"received"
"3711",32,80,17,"received"
"3712",81,80,19,"received"
"3713",32,80,19,"received"
"3714",170,80,17,"received"
"3715",170,80,18,"received"
"3716",81,80,19,"received"
"3717",170,80,17,"received"
"3718",81,80,19,"received"
"3719",81,80,19,"received"
"3720",81,80,19,"received"
"3721",81,80,18,"received"
"3722",81,80,18,"received"
"3723",143,60,17,"received"
"3724",143,80,17,"received"
"3725",143,80,18,"received"
"3726",32,80,19,"received"
"3727",81,80,19,"received"
"3728",81,80,19,"received"
"3729",32,80,18,"received"
"3730",81,80,19,"received"
"3731",81,80,19,"received"
"3732",87,80,19,"received"
"3733",32,80,18,"received"
"3734",81,80,19,"received"
"3735",81,80,19,"received"
"3736",81,80,19,"received"
"3737",81,80,19,"received"
"3738",170,80,17,"received"
"3739",32,80,12,"received"
"3740",124,81,17,"received"
"3741",124,80,17,"received"
"3742",124,81,17,"received"
"3743",32,80,19,"received"
"3744",196,80,19,"received"
"3745",32,80,19,"received"
"3746",81,80,19,"received"
"3747",32,80,18,"received"
"3748",196,80,19,"received"
"3749",81,80,19,"received"
"3750",116,80,19,"received"
"3751",32,80,19,"received"
"3752",81,80,18,"received"
"3753",81,80,18,"received"
"3754",81,272,18,"received"
"3755",81,80,19,"received"
"3756",168,80,18,"received"
"3757",168,416,18,"received"
"3758",81,80,18,"received"
"3759",81,272,18,"received"
"3760",116,80,19,"received"
"3761",32,80,19,"received"
"3762",81,80,19,"received"
"3763",81,80,19,"received"
"3764",81,80,19,"received"
"3765",81,80,19,"received"
"3766",32,80,18,"received"
"3767",93,80,19,"received"
"3768",81,80,19,"received"
"3769",81,80,19,"received"
"3770",143,80,19,"received"
"3771",180,80,18,"received"
"3772",180,80,18,"received"
"3773",143,80,19,"received"
"3774",180,80,18,"received"
"3775",81,80,19,"received"
"3776",81,80,19,"received"
"3777",81,80,19,"received"
"3778",81,80,19,"received"
"3779",81,80,19,"received"
"3780",124,80,18,"received"
"3781",124,81,18,"received"
"3782",86,80,17,"received"
"3783",86,10,17,"received"
"3784",32,80,16,"received"
"3785",32,86,16,"received"
"3786",32,10,16,"received"
"3787",10,80,17,"received"
"3788",10,86,17,"received"
"3789",32,80,19,"received"
"3790",32,80,19,"received"
"3791",81,80,19,"received"
"3792",87,80,19,"received"
"3793",143,80,18,"received"
"3794",87,80,19,"received"
"3795",32,80,18,"received"
"3796",202,80,18,"received"
"3797",202,42,18,"received"
"3798",165,80,18,"received"
"3799",87,80,19,"received"
"3800",116,80,19,"received"
"3801",116,80,19,"received"
"3802",116,80,19,"received"
"3803",169,80,18,"received"
"3804",87,80,18,"received"
"3805",194,80,18,"received"
"3806",194,80,19,"received"
"3807",81,80,19,"received"
"3808",194,80,19,"received"
"3809",32,80,19,"received"
"3810",81,80,19,"received"
"3811",81,80,19,"received"
"3812",32,80,17,"received"
"3813",32,80,19,"received"
"3814",32,80,19,"received"
"3815",194,80,19,"received"
"3816",194,80,19,"received"
"3817",194,80,19,"received"
"3818",170,80,16,"received"
"3819",80,112,18,"sent"
"3820",80,156,18,"sent"
"3821",32,80,19,"received"
"3822",150,80,19,"received"
"3823",170,80,19,"received"
"3824",170,80,18,"received"
"3825",194,80,19,"received"
"3826",194,80,19,"received"
"3827",116,80,19,"received"
"3828",180,80,18,"received"
"3829",116,80,19,"received"
"3830",194,80,19,"received"
"3831",194,80,19,"received"
